GBIR6967-15;Emberiza impetuani impetuani
FULMR071-10;Fulmarus glacialis
FULMR106-10;Fulmarus glacialis
FULMR105-10;Fulmarus glacialis
NLAVE040-11;Fulmarus glacialis
FULMR096-10;Fulmarus glacialis
FULMR079-10;Fulmarus glacialis
FULMR137-11;Fulmarus glacialis
FULMR086-10;Fulmarus glacialis
FULMR067-10;Fulmarus glacialis
FULMR052-10;Fulmarus glacialis
NLAVE293-11;Fulmarus glacialis
NLAVE456-11;Fulmarus glacialis
FULMR138-11;Fulmarus glacialis
FULMR066-10;Fulmarus glacialis
FULMR128-11;Fulmarus glacialis
FULMR109-10;Fulmarus glacialis
FULMR065-10;Fulmarus glacialis
FULMR083-10;Fulmarus glacialis
NLAVE454-11;Fulmarus glacialis
FULMR092-10;Fulmarus glacialis
FULMR133-11;Fulmarus glacialis
FULMR107-10;Fulmarus glacialis
NLAVE451-11;Fulmarus glacialis
FULMR136-11;Fulmarus glacialis
NLAVE455-11;Fulmarus glacialis
NLAVE452-11;Fulmarus glacialis
FULMR123-11;Fulmarus glacialis
FULMR125-11;Fulmarus glacialis
FULMR053-10;Fulmarus glacialis
BON101-07;Fulmarus glacialis
FULMR069-10;Fulmarus glacialis
BISE031-07;Fulmarus glacialis
FULMR054-10;Fulmarus glacialis
FULMR097-10;Fulmarus glacialis
FULMR063-10;Fulmarus glacialis
FULMR062-10;Fulmarus glacialis
FULMR088-10;Fulmarus glacialis
FULMR126-11;Fulmarus glacialis
FULMR104-10;Fulmarus glacialis
FULMR135-11;Fulmarus glacialis
KKBNA025-04;Fulmarus glacialis
BISE284-08;Fulmarus glacialis
BONSC037-08;Fulmarus glacialis
FULMR110-10;Fulmarus glacialis
FULMR139-11;Fulmarus glacialis
FULMR102-10;Fulmarus glacialis
FULMR073-10;Fulmarus glacialis
FULMR093-10;Fulmarus glacialis
BROMB339-06;Fulmarus glacialis
FULMR127-11;Fulmarus glacialis
FULMR089-10;Fulmarus glacialis
FULMR124-11;Fulmarus glacialis
FULMR112-10;Fulmarus glacialis
FULMR080-10;Fulmarus glacialis
FULMR111-10;Fulmarus glacialis
NLAVE449-11;Fulmarus glacialis
FULMR075-10;Fulmarus glacialis
FULMR091-10;Fulmarus glacialis
FULMR132-11;Fulmarus glacialis
FULMR082-10;Fulmarus glacialis
FULMR006-10;Fulmarus glacialis
FULMR101-10;Fulmarus glacialis
FULMR072-10;Fulmarus glacialis
FULMR100-10;Fulmarus glacialis
FULMR129-11;Fulmarus glacialis
FULMR113-10;Fulmarus glacialis
FULMR059-10;Fulmarus glacialis
FULMR098-10;Fulmarus glacialis
FULMR070-10;Fulmarus glacialis
FULMR103-10;Fulmarus glacialis
FULMR090-10;Fulmarus glacialis
NLAVE453-11;Fulmarus glacialis
FULMR060-10;Fulmarus glacialis
FULMR095-10;Fulmarus glacialis
FULMR078-10;Fulmarus glacialis
FULMR068-10;Fulmarus glacialis
FULMR087-10;Fulmarus glacialis
NLAVE450-11;Fulmarus glacialis
FULMR061-10;Fulmarus glacialis
FULMR081-10;Fulmarus glacialis
FULMR007-10;Fulmarus glacialis
FULMR134-11;Fulmarus glacialis
FULMR130-11;Fulmarus glacialis
FULMR114-10;Fulmarus glacialis
FULMR058-10;Fulmarus glacialis
FULMR057-10;Fulmarus glacialis
FULMR064-10;Fulmarus glacialis
NLAVE041-11;Fulmarus glacialis
FULMR056-10;Fulmarus glacialis
FULMR074-10;Fulmarus glacialis
FULMR099-10;Fulmarus glacialis
FULMR077-10;Fulmarus glacialis
FULMR055-10;Fulmarus glacialis
FULMR116-11;Fulmarus glacialis
FULMR119-11;Fulmarus glacialis
FULMR117-11;Fulmarus glacialis
FULMR115-11;Fulmarus glacialis
FULMR118-11;Fulmarus glacialis
FULMR034-10;Fulmarus glacialis
FULMR024-10;Fulmarus glacialis
FULMR028-10;Fulmarus glacialis
FULMR031-10;Fulmarus glacialis
FULMR011-10;Fulmarus glacialis
FULMR022-10;Fulmarus glacialis
FULMR010-10;Fulmarus glacialis
FULMR023-10;Fulmarus glacialis
FULMR030-10;Fulmarus glacialis
FULMR039-10;Fulmarus glacialis
FULMR018-10;Fulmarus glacialis
FULMR004-10;Fulmarus glacialis
FULMR044-10;Fulmarus glacialis
FULMR008-10;Fulmarus glacialis
FULMR042-10;Fulmarus glacialis
FULMR009-10;Fulmarus glacialis
FULMR012-10;Fulmarus glacialis
FULMR047-10;Fulmarus glacialis
FULMR037-10;Fulmarus glacialis
FULMR041-10;Fulmarus glacialis
FULMR013-10;Fulmarus glacialis
FULMR017-10;Fulmarus glacialis
FULMR002-10;Fulmarus glacialis
FULMR033-10;Fulmarus glacialis
FULMR014-10;Fulmarus glacialis
FULMR001-10;Fulmarus glacialis
FULMR020-10;Fulmarus glacialis
FULMR038-10;Fulmarus glacialis
FULMR032-10;Fulmarus glacialis
FULMR048-10;Fulmarus glacialis
FULMR019-10;Fulmarus glacialis
FULMR045-10;Fulmarus glacialis
FULMR051-10;Fulmarus glacialis
FULMR027-10;Fulmarus glacialis
FULMR025-10;Fulmarus glacialis
FULMR035-10;Fulmarus glacialis
FULMR049-10;Fulmarus glacialis
FULMR026-10;Fulmarus glacialis
FULMR005-10;Fulmarus glacialis
FULMR046-10;Fulmarus glacialis
FULMR029-10;Fulmarus glacialis
FULMR021-10;Fulmarus glacialis
FULMR036-10;Fulmarus glacialis
FULMR003-10;Fulmarus glacialis
FULMR050-10;Fulmarus glacialis
FULMR015-10;Fulmarus glacialis
FULMR040-10;Fulmarus glacialis
FULMR043-10;Fulmarus glacialis
GBMIN133744-17;Athene brama
GBIR9175-19;Athene noctua
GBIR9144-19;Athene noctua
GBIR9154-19;Athene noctua
GBIR9156-19;Athene noctua
GBIR9174-19;Athene noctua
GBIR9146-19;Athene noctua
GBIR9145-19;Athene noctua
GBIR9157-19;Athene noctua
GBIR9162-19;Athene noctua
GBIR9160-19;Athene noctua
GBIR9158-19;Athene noctua
GBIR9161-19;Athene noctua
GBIR9159-19;Athene noctua
GBIR9147-19;Athene noctua
USNMC021-10;Athene noctua
USNMC020-10;Athene noctua
NLAVE249-11;Athene noctua
GBIR9155-19;Athene noctua
KBBI022-07;Athene noctua
GBMIN133488-17;Athene noctua
KBPBU405-06;Athene noctua
GBIR9170-19;Athene noctua
GBIR9169-19;Athene noctua
GBIR9171-19;Athene noctua
GBIR9172-19;Athene noctua
GBIR9168-19;Athene noctua
GBIR9173-19;Athene noctua
GBIR9166-19;Athene noctua
GBIR9163-19;Athene noctua
GBIR9150-19;Athene noctua
GBIR9151-19;Athene noctua
GBIR9149-19;Athene noctua
GBIR9152-19;Athene noctua
GBIR9164-19;Athene noctua
GBIR9165-19;Athene noctua
GBIR9153-19;Athene noctua
GBIR9177-19;Athene noctua
GBIR9167-19;Athene noctua
GBIR9148-19;Athene noctua
GBMIN133993-17;Athene noctua
GBIR9176-19;Athene noctua
KBBI021-07;Ninox scutulata
YIO611-17;Ninox scutulata
KBBI164-07;Ninox scutulata
KBBI214-07;Ninox scutulata
BJNSM037-08;Ninox japonica
YIO431-10;Ninox japonica
KBBI156-07;Ninox scutulata
YIO715-18;Ninox japonica
BJNSM522-10;Ninox japonica
KBBI025-07;Ninox scutulata
BJNSM797-11;Ninox japonica
BJNSM523-10;Ninox japonica
KBBI152-07;Ninox scutulata
BJNSM244-10;Ninox japonica
BJNSM134-10;Ninox japonica
YIO484-10;Ninox japonica
BJNSM245-10;Ninox japonica
YIO435-10;Ninox japonica
BJNSM524-10;Ninox japonica
BJNSM694-10;Ninox japonica
USNME014-11;Ninox philippensis
USNME013-11;Ninox philippensis
USNME015-11;Ninox philippensis
USNMA070-10;Ninox novaeseelandiae
USNMA069-10;Ninox novaeseelandiae
USNMD030-11;Ninox variegata
USNMD029-11;Ninox variegata
NZCOI358-09;Ninox novaeseelandiae
NZCOI360-09;Ninox novaeseelandiae
NZCOI357-09;Ninox novaeseelandiae
NZCOI359-09;Ninox novaeseelandiae
NZCOI814-11;Ninox novaeseelandiae
NZCOI751-10;Ninox novaeseelandiae
NZCOI815-11;Ninox novaeseelandiae
USNME012-11;Otus megalotis
USNME011-11;Otus megalotis
KBBI129-07;Otus lempiji
KBPBU393-06;Otus lettia
KBBI112-07;Otus lempiji
KBBI124-07;Otus lempiji
GBIR412-07;Otus lempiji
KBBI173-07;Otus lempiji
KBBI128-07;Otus lempiji
KBBI132-07;Otus lempiji
KBBI117-07;Otus lempiji
KBBI151-07;Otus lempiji
KBPBU392-06;Otus lettia
BJNSM254-10;Otus semitorques
YIO583-17;Otus lempiji
BJNSM252-10;Otus semitorques
BJNSM258-10;Otus semitorques
YIO433-10;Otus semitorques
YIO434-10;Otus semitorques
BJNSM225-10;Otus semitorques
YIO429-10;Otus semitorques
BJNSM399-10;Otus semitorques
GBIR0305-06;Otus gurneyi
GBIR10361-19;Otus cyprius
USNMD027-11;Otus scops
YIO423-10;Otus sunia
YIO422-10;Otus sunia
KBBI004-07;Otus scops
KBPBU396-06;Otus sunia
BJNSM650-10;Otus sunia
BJNSM715-11;Otus sunia
YIO465-10;Otus sunia
GBIR410-07;Otus scops
KBBI161-07;Otus scops
KBBI142-07;Otus scops
KBBI131-07;Otus scops
KBPBU395-06;Otus sunia
KBPBU397-06;Otus sunia
KBPBU394-06;Otus sunia
CMCPB002-10;Otus mirus
BJNSM432-10;Otus elegans
BJNSM441-10;Otus elegans
GBIR9181-19;Otus elegans
YIO432-10;Otus elegans
BJNSM433-10;Otus elegans
BJNSM526-10;Otus elegans
BJNSM588-10;Otus elegans
YIO427-10;Otus elegans
IAVHB022-13;Megascops petersoni
KKBNA056-04;Megascops asio
KBNA947-04;Megascops asio
BROMB293-06;Megascops asio
KBNA668-04;Megascops asio
BROMB360-06;Megascops asio
BSBNA038-05;Megascops asio
SI034-10;Megascops asio
SI040-10;Megascops asio
SI033-10;Megascops asio
BSPST004-13;Megascops guatemalae
BSPBA341-07;Megascops guatemalae
LGEMA303-07;Megascops atricapilla
USNMH015-11;Megascops watsonii
USNMI029-11;Megascops watsonii
USNMG031-11;Megascops watsonii
KBAR654-06;Megascops hoyi
BROMB195-06;Megascops kennicottii
USNMC016-10;Megascops kennicottii
KBNA943-04;Megascops kennicottii
KBNA944-04;Megascops kennicottii
KBNA945-04;Megascops kennicottii
BROMB431-06;Megascops kennicottii
USNMA551-10;Megascops clarkii
IAVHB054-13;Megascops choliba
LGEMA231-07;Megascops choliba
KBAR900-06;Megascops choliba
LGEMA159-07;Megascops choliba
KBARG411-07;Megascops choliba
KAARG611-07;Megascops choliba
KPARG327-08;Megascops choliba
KBARG130-07;Megascops choliba
KPARG120-08;Megascops choliba
IAVHB161-13;Megascops choliba
USNMK019-11;Pulsatrix perspicillata
USNME010-11;Pulsatrix perspicillata
BSPBA342-07;Pulsatrix perspicillata
YIO623-17;Bubo blakistoni
YIO622-17;Bubo blakistoni
YIO621-17;Bubo blakistoni
BJNSM813-11;Bubo blakistoni
YIO590-17;Bubo blakistoni
BJNSM584-10;Bubo blakistoni
BJNSM617-10;Bubo blakistoni
BJNSM580-10;Bubo blakistoni
BJNSM812-11;Bubo blakistoni
KBBI197-07;Bubo bubo
KBBI211-07;Bubo bubo
KBBI005-07;Bubo bubo
KBBI019-07;Bubo bubo
GBIR413-07;Bubo bubo
BJNSM622-10;Bubo bubo
KBBI006-07;Bubo bubo
KBBI077-07;Bubo bubo
GBIR9178-19;Bubo bubo
BON150-07;Bubo bubo
BON120-07;Bubo bubo
BISE387-08;Bubo bubo
BISE002-07;Bubo bubo
BISE464-08;Bubo scandiacus
BON177-07;Bubo scandiacus
BROMB783-07;Bubo scandiacus
BON398-07;Bubo scandiacus
BISE073-07;Bubo scandiacus
BROMB776-07;Bubo scandiacus
BROMB842-07;Bubo scandiacus
KPARG229-08;Bubo virginianus
GBIR10993-19;Bubo magellanicus
KBARG065-07;Bubo virginianus
KPARG230-08;Bubo virginianus
KPARG397-08;Bubo virginianus
KPARG396-08;Bubo virginianus
KKBNA074-04;Bubo virginianus
KKBNA066-04;Bubo virginianus
BROMB767-07;Bubo virginianus
BROMB766-07;Bubo virginianus
GBIR5270-13;Surnia ulula
TZBNA284-03;Bubo virginianus
BON122-07;Strix nebulosa
BISE024-07;Strix nebulosa
BISE377-08;Strix nebulosa
BON160-07;Strix nebulosa
GBIR9184-19;Strix nebulosa
KKBNA058-04;Strix nebulosa
GBIR10369-19;Bubo lacteus
GBMIN134087-17;Bubo lacteus
KBNA479-04;Strix varia
KKBNA050-04;Strix varia
SI011-10;Strix varia
SI010-10;Strix varia
KKBNA962-05;Strix occidentalis
KKBNA964-05;Strix occidentalis
KKBNA961-05;Strix occidentalis
KKBNA284-05;Strix occidentalis
KKBNA963-05;Strix occidentalis
USNMB042-10;Strix virgata
BOM549-07;Strix virgata
BSPBA337-07;Strix virgata
USNMC018-10;Strix virgata
KPARG393-08;Strix rufipes
KBARG227-07;Strix rufipes
USNMC019-10;Strix nigrolineata
USNMA071-10;Strix nigrolineata
USNMA072-10;Strix nigrolineata
KPARG062-08;Strix hylophila
BISE428-08;Surnia ulula
BISE164-08;Surnia ulula
BON139-07;Surnia ulula
BISE469-08;Aegolius funereus
YIO593-17;Aegolius funereus
YIO592-17;Aegolius funereus
BON198-07;Aegolius funereus
BON326-07;Aegolius funereus
BISE070-07;Aegolius funereus
KBPBU404-06;Aegolius funereus
IAVHB191-14;Aegolius harrisii
TZBNA294-03;Aegolius acadicus
TZBNA302-03;Aegolius acadicus
BSBNA359-06;Aegolius acadicus
BSBNA356-06;Aegolius acadicus
BROMB349-06;Aegolius acadicus
BSBNA816-06;Aegolius acadicus
BSBNA357-06;Aegolius acadicus
BSBNA358-06;Aegolius acadicus
KKBNA239-05;Aegolius acadicus
KKBNA238-05;Aegolius acadicus
KKBNA073-04;Aegolius acadicus
GBIR4872-13;Tyto alba
BISE060-07;Asio flammeus
NLAVE203-11;Asio flammeus
KBNA005-04;Asio flammeus
BISE404-08;Asio flammeus
BON154-07;Asio flammeus
BROMB234-06;Asio flammeus
YIOB047-15;Asio flammeus
BROMB240-06;Asio flammeus
YIOB048-15;Asio flammeus
KBNA458-04;Asio flammeus
GBIR9143-19;Asio flammeus
KBPZM231-07;Asio flammeus
KBPBU398-06;Asio flammeus
NLAVE458-11;Asio flammeus
KBPBU399-06;Asio flammeus
KBAR613-06;Pseudoscops clamator
KPARG162-08;Pseudoscops clamator
USNMA068-10;Pseudoscops clamator
KKBNA063-04;Asio otus
KBNA460-04;Asio otus
TZBNA260-03;Asio otus
ROMC712-08;Asio otus
GBIR5271-13;Strix varia
BROMB814-07;Asio otus
BOM800-07;Asio otus
KBBI154-07;Asio otus
GBIR411-07;Asio otus
YIO421-10;Asio otus
BON149-07;Asio otus
KBPBU400-06;Asio otus
GBMIN133972-17;Asio otus
BON123-07;Asio otus
GBIR5721-15;Asio otus
YIO455-10;Asio otus
GBMIN133484-17;Asio otus
BISE337-08;Asio otus
NLAVE187-11;Asio otus
KBPBU402-06;Asio otus
KBPBU401-06;Asio otus
YIO012-08;Asio otus
NLAVE186-11;Asio otus
KBBI139-07;Asio otus
BJNSM508-10;Asio otus
BISE092-07;Asio otus
USNMH017-11;Asio stygius
IAVHB070-13;Asio stygius
IAVHB151-13;Asio stygius
IAVHB152-13;Asio stygius
KPARG510-08;Asio stygius
BON278-07;Glaucidium passerinum
BISE398-08;Glaucidium passerinum
USNME017-11;Glaucidium sjostedti
USNME016-11;Glaucidium sjostedti
KBAR690-06;Athene cunicularia
KBAR761-06;Athene cunicularia
KPARG116-08;Athene cunicularia
KBARG366-07;Athene cunicularia
KBAR756-06;Athene cunicularia
KPARG064-08;Athene cunicularia
KAARG311-07;Athene cunicularia
KBAR763-06;Athene cunicularia
KKBNA053-04;Athene cunicularia
USNMG032-11;Glaucidium cuculoides
USNMG033-11;Glaucidium cuculoides
USNMF010-11;Glaucidium tephronotum
BSPBA338-07;Glaucidium jardinii
USNMC017-10;Glaucidium gnoma
TZBNA373-03;Glaucidium gnoma
IAVHB037-13;Glaucidium jardinii
IAVHB293-14;Glaucidium jardinii
BBB594-13;Glaucidium minutissimum
USNMI030-11;Glaucidium hardyi
USNMI031-11;Glaucidium hardyi
KBARG188-07;Glaucidium nana
KBARG199-07;Glaucidium nana
IAVHB164-13;Glaucidium brasilianum
LGEMA158-07;Glaucidium brasilianum
KBARG002-07;Glaucidium brasilianum
KBAR627-06;Glaucidium brasilianum
BROM526-07;Numenius americanus
BROM824-07;Numenius americanus
TZBNA129-03;Numenius americanus
TZBNA130-03;Numenius americanus
KFIP075-07;Numenius madagascariensis
KBPBU144-06;Numenius madagascariensis
KBPBU142-06;Numenius madagascariensis
BROM247-06;Numenius madagascariensis
BROM825-07;Numenius madagascariensis
KBPBU143-06;Numenius madagascariensis
KFIP076-07;Numenius madagascariensis
BROM232-06;Numenius madagascariensis
KBPBU145-06;Numenius madagascariensis
NZCOI548-09;Numenius madagascariensis
KFIP073-07;Numenius madagascariensis
KFIP074-07;Numenius madagascariensis
YIOB029-15;Numenius madagascariensis
KBPBU146-06;Numenius madagascariensis
YIOB027-15;Numenius arquata
KBPBU140-06;Numenius arquata
GBMIN134928-17;Numenius arquata
KBPBU141-06;Numenius arquata
BISE454-08;Numenius arquata
BON380-07;Numenius arquata
BISE061-07;Numenius arquata
BROM223-06;Numenius arquata
GBIR5770-15;Numenius arquata
NLAVE319-11;Numenius arquata
NLAVE369-11;Numenius arquata
BON192-07;Numenius arquata
BROM826-07;Numenius minutus
BROM908-08;Numenius minutus
BROM434-06;Numenius minutus
BROM228-06;Numenius tahitiensis
BOTW382-05;Numenius tahitiensis
BROM830-07;Numenius tahitiensis
BROM527-07;Numenius tahitiensis
BROM828-07;Numenius phaeopus
BROM174-06;Numenius phaeopus
BROM909-08;Numenius phaeopus
SIBJP063-10;Numenius phaeopus
GBIR1402-09;Numenius phaeopus
KBBI167-07;Numenius phaeopus
BON091-06;Numenius phaeopus
KBPBU148-06;Numenius phaeopus
KBPBU147-06;Numenius phaeopus
YIOB003-15;Numenius phaeopus
BROM827-07;Numenius phaeopus
GBIR7209-17;Numenius phaeopus
YIOB004-15;Numenius phaeopus
YIOB005-15;Numenius phaeopus
KBPBU149-06;Numenius phaeopus
KBPBU151-06;Numenius phaeopus
BON368-07;Numenius phaeopus
KBPBU150-06;Numenius phaeopus
USNMI227-11;Atalotriccus pilaris
USNMB324-10;Colonia colonus
BSPBB072-07;Colonia colonus
BSPBB073-07;Colonia colonus
BSPBB074-07;Colonia colonus
USNME183-11;Colonia colonus
USNMI245-11;Lophotriccus galeatus
USNMK346-11;Lophotriccus vitiosus
BROMB265-06;Lophotriccus galeatus
USNMK347-11;Lophotriccus vitiosus
BSPBB116-07;Lophotriccus pileatus
BSPBB113-07;Lophotriccus pileatus
BSPBB118-07;Lophotriccus pileatus
BSPBB120-07;Lophotriccus pileatus
USNMA515-10;Myiornis atricapillus
LGEMA045-07;Myiornis ecaudatus
USNMB337-10;Myiornis ecaudatus
USNMH170-11;Myiornis ecaudatus
LGEMA233-07;Cnipodectes subbrunneus
BSPBB070-07;Cnipodectes subbrunneus
BSPBB071-07;Cnipodectes subbrunneus
USNMA491-10;Cnipodectes subbrunneus
BSPTY035-13;Oncostoma cinereigulare
USNMB339-10;Oncostoma cinereigulare
USNMB338-10;Oncostoma cinereigulare
BSPBB239-07;Onychorhynchus coronatus
BSPTY227-14;Onychorhynchus coronatus
BSPBB526-12;Onychorhynchus coronatus
BSPTY077-13;Onychorhynchus coronatus
BSPTY051-13;Onychorhynchus coronatus
BSPBB238-07;Onychorhynchus coronatus
BSPTY079-13;Onychorhynchus coronatus
LGEMA289-07;Onychorhynchus coronatus
LGEMA490-08;Onychorhynchus coronatus
MNCN637-08;Onychorhynchus coronatus
USNMK359-11;Onychorhynchus coronatus
USNMF168-11;Onychorhynchus coronatus
LGEMA526-08;Platyrinchus saturatus
USNMI259-11;Platyrinchus saturatus
MNCN693-08;Platyrinchus saturatus
USNMC182-10;Platyrinchus cancrominus
USNMC181-10;Platyrinchus cancrominus
BSPTY184-13;Platyrinchus mystaceus
BSPBB261-07;Platyrinchus mystaceus
KBARG384-07;Platyrinchus mystaceus
KPARG537-08;Platyrinchus mystaceus
KBARG347-07;Platyrinchus mystaceus
KPARG472-08;Platyrinchus mystaceus
LGEMA088-07;Platyrinchus mystaceus
USNMA524-10;Platyrinchus platyrhynchos
USNMB343-10;Platyrinchus platyrhynchos
USNMI258-11;Platyrinchus platyrhynchos
BSPTY075-13;Platyrinchus coronatus
BSPTY076-13;Platyrinchus coronatus
MNCN469-08;Platyrinchus coronatus
MNCN453-08;Platyrinchus coronatus
MNCN428-08;Platyrinchus coronatus
BSPBB260-07;Platyrinchus coronatus
BSPTY223-14;Platyrinchus coronatus
BSPBB402-12;Platyrinchus coronatus
BSPBB397-12;Platyrinchus coronatus
BSPTY224-14;Platyrinchus coronatus
BSPTY092-13;Platyrinchus coronatus
BSPBB255-07;Platyrinchus coronatus
MNCN476-08;Platyrinchus coronatus
BSPBB257-07;Platyrinchus coronatus
MNCN489-08;Platyrinchus coronatus
MNCN429-08;Platyrinchus coronatus
MNCN482-08;Platyrinchus coronatus
MNCN058-08;Platyrinchus coronatus
MNCN086-08;Platyrinchus coronatus
MNCN374-08;Platyrinchus coronatus
MNCN092-08;Platyrinchus coronatus
MNCN053-08;Platyrinchus coronatus
MNCN052-08;Platyrinchus coronatus
MNCN041-08;Platyrinchus coronatus
MNCN691-08;Platyrinchus coronatus
MNCN910-09;Platyrinchus coronatus
MNCN891-09;Platyrinchus coronatus
MNCN687-08;Platyrinchus coronatus
MNCN889-09;Platyrinchus coronatus
MNCN684-08;Platyrinchus coronatus
MNCN841-09;Platyrinchus coronatus
MNCN689-08;Platyrinchus coronatus
MNCN690-08;Platyrinchus coronatus
USNMK362-11;Platyrinchus platyrhynchos
USNMJ362-11;Phyllomyias griseiceps
LGEMA510-08;Phyllomyias fasciatus
LGEMA167-07;Phyllomyias griseiceps
KBAR158-06;Phyllomyias sclateri
KBAR159-06;Phyllomyias sclateri
KBAR157-06;Phyllomyias sclateri
USNMH177-11;Ramphotrigon ruficauda
KPARG301-08;Ramphotrigon megacephalum
KPARG302-08;Ramphotrigon megacephalum
BSPBB298-07;Tolmomyias assimilis
LGEMA043-07;Tolmomyias assimilis
USNMG186-11;Tolmomyias poliocephalus
LGEMA194-07;Tolmomyias assimilis
LGEMA208-07;Tolmomyias assimilis
USNMK367-11;Tolmomyias assimilis
USNMB362-10;Tolmomyias assimilis
USNMF178-11;Tolmomyias assimilis
USNMF179-11;Tolmomyias sulphurescens
USNMJ373-11;Tolmomyias sulphurescens
USNMI272-11;Tolmomyias sulphurescens
BSPTY179-13;Tolmomyias sulphurescens
BSPBB300-07;Tolmomyias sulphurescens
BSPBB306-07;Tolmomyias sulphurescens
BSPTY090-13;Tolmomyias sulphurescens
BSPTY162-13;Tolmomyias sulphurescens
BSPTY161-13;Tolmomyias sulphurescens
LGEMA137-07;Tolmomyias sulphurescens
KBOL053-08;Tolmomyias flaviventris
BSPBB473-12;Tolmomyias flaviventris
USNMK366-11;Tolmomyias flaviventris
USNMJ372-11;Tolmomyias flaviventris
LGEMA416-08;Poecilotriccus senex
LGEMA571-08;Poecilotriccus plumbeiceps
USNMJ371-11;Poecilotriccus sylvia
USNMI269-11;Poecilotriccus sylvia
BSPTY165-13;Poecilotriccus sylvia
USNMA536-10;Poecilotriccus sylvia
USNMA537-10;Poecilotriccus sylvia
USNMG185-11;Poecilotriccus russatus
USNMG184-11;Poecilotriccus russatus
USNMF177-11;Poecilotriccus russatus
MNCN123-08;Rhynchocyclus olivaceus
BSPBB269-07;Rhynchocyclus olivaceus
BSPTY242-14;Rhynchocyclus olivaceus
BSPBB268-07;Rhynchocyclus olivaceus
BSPBB266-07;Rhynchocyclus olivaceus
BSPBB264-07;Rhynchocyclus brevirostris
USNMA525-10;Rhynchocyclus brevirostris
BSPBB263-07;Rhynchocyclus brevirostris
USNMC183-10;Rhynchocyclus brevirostris
USNMA526-10;Rhynchocyclus brevirostris
BSPBB265-07;Rhynchocyclus brevirostris
MNCN876-09;Rhynchocyclus olivaceus
MNCN942-09;Rhynchocyclus olivaceus
MNCN694-08;Rhynchocyclus olivaceus
MNCN897-09;Rhynchocyclus olivaceus
KBPBU572-06;Anthus godlewskii
SWEBI010-11;Anthus godlewskii
KBPBU576-06;Anthus godlewskii
KBPBU573-06;Anthus godlewskii
KBPBU574-06;Anthus godlewskii
KBPBU575-06;Anthus godlewskii
BONSC014-08;Anthus richardi
BONSC034-08;Anthus richardi
KBPBU589-06;Anthus richardi
KBPBU593-06;Anthus richardi
BROMB855-07;Anthus novaeseelandiae
BROMB811-07;Anthus novaeseelandiae
BROMB502-07;Anthus novaeseelandiae
BROMB810-07;Anthus novaeseelandiae
GBIR9882-19;Anthus berthelotii
GBMIN134046-17;Anthus berthelotii
GBIR9881-19;Anthus berthelotii
GBMIN134045-17;Anthus berthelotii
GBMIN134044-17;Anthus campestris
SIBIQ126-12;Anthus campestris
KBPBU565-06;Anthus campestris
KBPBU566-06;Anthus campestris
SWEBI005-11;Anthus campestris
KBPBU564-06;Anthus campestris
GBIR9883-19;Anthus campestris
GBMIN134042-17;Anthus campestris
GBMIN134043-17;Anthus campestris
KBPBU562-06;Anthus campestris
GBMIN134899-17;Anthus campestris
GBMIN134041-17;Anthus campestris
KBPBU563-06;Anthus campestris
BOI168-08;Motacilla flava
SIBIQ090-12;Motacilla flava
BOI173-08;Motacilla flava
BOI172-08;Motacilla flava
BOI171-08;Motacilla flava
BOI167-08;Motacilla flava
BOI128-08;Motacilla flava
SIBIQ155-12;Motacilla flava
BOI169-08;Motacilla flava
KBPBR012-06;Motacilla flava
SIBIQ051-10;Motacilla cinerea
SIBIQ150-12;Motacilla flava
BOI175-08;Motacilla flava
GBIR7239-17;Motacilla flava
BOI165-08;Motacilla flava
BOI174-08;Motacilla flava
GBIR7286-17;Motacilla flava
SIBIQ091-12;Motacilla flava
BOI170-08;Motacilla flava
BON271-07;Motacilla flava
GBIR7256-17;Motacilla flava
BISE370-08;Motacilla flava
BOI166-08;Motacilla flava
BISE027-07;Motacilla flava
SIBIQ152-12;Motacilla flava
KKBNA205-05;Motacilla flava
KKBNA607-05;Motacilla tschutschensis
GBIR429-07;Motacilla flava
KBBI048-07;Motacilla flava
YIO304-10;Motacilla flava
KBPBR024-06;Motacilla tschutschensis
KBPBR048-06;Motacilla tschutschensis
KKBNA277-05;Motacilla tschutschensis
SIBIQ092-12;Motacilla flava
KBPBR020-06;Motacilla citreola
KBPBR021-06;Motacilla citreola
KBPBR008-06;Motacilla citreola
KBPZM239-07;Motacilla citreola
KBPBR007-06;Motacilla citreola
KBPBR009-06;Motacilla citreola
GBIR428-07;Motacilla flava
KBBI029-07;Motacilla tschutschensis macronyx
KKBNA289-05;Motacilla flava
KBPBR003-06;Motacilla flava
YIO303-10;Motacilla cinerea
SWEBI004-11;Motacilla cinerea
BON002-06;Motacilla cinerea
BON001-06;Motacilla cinerea
BON231-07;Motacilla cinerea
YIO283-10;Motacilla cinerea
BJNSM305-10;Motacilla cinerea
BUPD024-11;Motacilla cinerea
KBPZM122-07;Motacilla cinerea
